"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661757","1.5.1.1.4","72800","A","","","0"
"2005","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","48100","A","","","0"
"2006","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","48900","A","","","0"
"2007","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","50600","A","","","0"
"2008","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","51600","A","","","0"
"2009","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","51500","A","","","0"
"2010","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","52000","A","","","0"
"2011","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","54400","A","","","0"
"2012","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","52400","A","","","0"
"2013","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","54100","A","","","0"
"2014","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","56100","A","","","0"
"2015","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","56100","A","","","0"
"2016","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","54600","A","","","0"
"2017","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","55800","A","","","0"
"2018","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","57600","A","","","0"
"2019","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","58600","A","","","0"
"2020","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","60500","A","","","0"
"2021","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","61100","A","","","0"
"2022","Canada","2021A000011124","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661758","1.5.1.1.5","60300","A","","","0"
"2005","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","60600","A","","","0"
"2006","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","59800","A","","","0"
"2007","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","62400","A","","","0"
"2008","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","64100","A","","","0"
"2009","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","63300","A","","","0"
"2010","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","64400","A","","","0"
"2011","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","65700","A","","","0"
"2012","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","65500","A","","","0"
"2013","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","66100","A","","","0"
"2014","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","68500","A","","","0"
"2015","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","66900","A","","","0"
"2016","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","65700","A","","","0"
"2017","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","65900","A","","","0"
"2018","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","67600","A","","","0"
"2019","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","67300","A","","","0"
"2020","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","68000","A","","","0"
"2021","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","70300","A","","","0"
"2022","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661767","1.5.1.3.4","71000","A","","","0"
"2005","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","50200","A","","","0"
"2006","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","49900","A","","","0"
"2007","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","52100","A","","","0"
"2008","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","53000","A","","","0"
"2009","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","52300","A","","","0"
"2010","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","52500","A","","","0"
"2011","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","56500","A","","","0"
"2012","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","54500","A","","","0"
"2013","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","54100","A","","","0"
"2014","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","56400","A","","","0"
"2015","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","56200","A","","","0"
"2016","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","54600","A","","","0"
"2017","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","55500","A","","","0"
"2018","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","57300","A","","","0"
"2019","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","57700","A","","","0"
"2020","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","57500","A","","","0"
"2021","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","60000","A","","","0"
"2022","Canada","2021A000011124","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107661768","1.5.1.3.5","58900","A","","","0"
"2005","Canada","2021A000011124","45 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661982","1.6.1.1.4","64300","A","","","0"
"2006","Canada","2021A000011124","45 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661982","1.6.1.1.4","64600","A","","","0"
"2007","Canada","2021A000011124","45 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661982","1.6.1.1.4","66200","A","","","0"
"2008","Canada","2021A000011124","45 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107661982","1.6.1.1.4","68100","B","","","0"
